Property Price,Property Area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,Price per Sq. Unit
4382000,4950,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,885.2525252525253
4375000,3900,3,1,2,yes,no,no,no,no,0,no,unfurnished,1121.7948717948718
4340000,4500,3,2,3,yes,no,no,yes,no,1,no,furnished,964.4444444444445
4340000,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished,2278.215223097113
4340000,4075,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,1065.0306748466257
4340000,3500,4,1,2,yes,no,no,no,no,2,no,furnished,1240.0
4340000,6450,4,1,2,yes,no,no,no,no,0,no,semi-furnished,672.8682170542636
4319000,4032,2,1,1,yes,no,yes,no,no,0,no,furnished,1071.1805555555557
4305000,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished,978.4090909090909
4305000,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,415.5405405405405
4277000,3400,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished,1257.9411764705883
4270000,6360,2,1,1,yes,no,no,no,no,0,no,furnished,671.3836477987421
4270000,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,671.3836477987421
4270000,4500,2,1,1,yes,no,no,no,yes,2,no,furnished,948.8888888888889
4270000,2175,3,1,2,no,yes,yes,no,yes,0,no,unfurnished,1963.2183908045977
4270000,4360,4,1,2,yes,no,no,no,no,0,no,furnished,979.3577981651376
4270000,7770,2,1,1,yes,no,no,no,no,1,no,furnished,549.5495495495495
4235000,6650,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,636.8421052631579
4235000,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished,1519.5550771438823
4200000,5500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,763.6363636363636
4200000,5040,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,833.3333333333334
4200000,5850,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished,717.9487179487179
4200000,2610,4,3,2,no,no,no,no,no,0,no,semi-furnished,1609.1954022988505
4200000,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,1422.2824246528953
4200000,2747,4,2,2,no,no,no,no,no,0,no,semi-furnished,1528.9406625409538
4200000,4410,2,1,1,no,no,no,no,no,1,no,unfurnished,952.3809523809524
4200000,4000,4,2,2,no,no,no,no,no,0,no,semi-furnished,1050.0
4200000,2325,3,1,2,no,no,no,no,no,0,no,semi-furnished,1806.4516129032259
4200000,4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,913.0434782608696
4200000,3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished,1153.8461538461538
4200000,5800,3,1,1,yes,no,no,yes,no,2,no,semi-furnished,724.1379310344828
4200000,7000,3,1,1,yes,no,no,no,no,3,no,furnished,600.0
4200000,4079,3,1,3,yes,no,no,no,no,0,no,semi-furnished,1029.6641333660211
4200000,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,1193.1818181818182
4200000,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished,1958.041958041958
4200000,4500,3,1,1,yes,no,yes,no,no,0,no,furnished,933.3333333333334
4193000,8250,3,1,1,yes,no,yes,no,no,3,no,semi-furnished,508.24242424242425
4193000,3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished,1215.3623188405797
4165000,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished,860.5371900826447
4165000,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished,1020.8333333333334
4165000,4046,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,1029.4117647058824
4130000,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,891.6234887737478
4130000,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,690.0584795321637
4123000,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,680.3630363036303
4098500,3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished,1138.4722222222222
4095000,3680,3,2,2,yes,no,no,no,no,0,no,semi-furnished,1112.7717391304348
4095000,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished,1013.6138613861386
4095000,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,731.25
4060000,5900,4,2,2,no,no,yes,no,no,1,no,unfurnished,688.1355932203389
4060000,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished,813.3012820512821
4060000,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished,935.483870967742
4060000,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,1353.3333333333333
4060000,4320,3,1,2,yes,no,no,no,no,2,yes,furnished,939.8148148148148
4025000,3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished,1108.8154269972451
4025000,3460,3,2,1,yes,no,yes,no,yes,1,no,furnished,1163.2947976878613
4025000,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,745.3703703703703
4007500,4500,3,1,2,no,no,yes,no,yes,0,no,semi-furnished,890.5555555555555
4007500,3460,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,1158.236994219653
3990000,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished,973.170731707317
3990000,6480,3,1,2,no,no,no,no,yes,1,no,semi-furnished,615.7407407407408
3990000,4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished,886.6666666666666
3990000,3960,3,1,2,yes,no,no,no,no,0,no,furnished,1007.5757575757576
3990000,4050,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished,985.1851851851852
3920000,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished,539.9449035812672
3920000,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,712.7272727272727
3920000,3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished,1306.6666666666667
3920000,3290,2,1,1,yes,no,no,yes,no,1,no,furnished,1191.4893617021276
3920000,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished,1027.2536687631027
3920000,8080,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,485.1485148514852
3920000,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,1827.5058275058275
3885000,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,1027.7777777777778
3885000,3180,4,2,2,yes,no,no,no,no,0,no,furnished,1221.698113207547
3850000,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,726.4150943396227
3850000,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,1210.691823899371
3850000,7152,3,1,2,yes,no,no,no,yes,0,no,furnished,538.3109619686801
3850000,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished,943.6274509803922
3850000,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,1000.0
3850000,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,1910.6699751861042
3850000,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,1769.3014705882354
3836000,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished,1145.0746268656717
3815000,3150,2,2,1,no,no,yes,no,no,0,no,semi-furnished,1211.111111111111
3780000,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished,784.2323651452282
3780000,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,1105.2631578947369
3780000,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished,1050.0
3780000,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished,648.3704974271012
3780000,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,1323.5294117647059
3780000,8400,2,1,1,yes,no,no,no,no,1,no,furnished,450.0
3773000,8250,3,1,1,yes,no,no,no,no,2,no,furnished,457.3333333333333
3773000,2520,5,2,1,no,no,yes,no,yes,1,no,furnished,1497.2222222222222
3773000,6930,4,1,2,no,no,no,no,no,1,no,furnished,544.4444444444445
3745000,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,1076.1494252873563
3710000,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished,1030.5555555555557
3710000,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished,918.3168316831683
3710000,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,616.2790697674419
3710000,4050,2,1,1,yes,no,no,no,no,0,no,furnished,916.0493827160494
3710000,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,1035.15625
3703000,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,1186.8589743589744
3703000,5450,2,1,1,yes,no,no,no,no,0,no,furnished,679.4495412844037
3675000,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,1012.396694214876
3675000,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished,1012.396694214876
3675000,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,651.5957446808511
3675000,3600,2,1,1,yes,no,no,no,no,0,no,furnished,1020.8333333333334
3640000,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,850.4672897196261
3640000,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,1019.6078431372549
3640000,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished,1144.6540880503144
3640000,3000,2,1,2,yes,no,no,no,yes,0,no,furnished,1213.3333333333333
3640000,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,1034.090909090909
3640000,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished,610.738255033557
3640000,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,881.3559322033898
3640000,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,1277.1929824561403
3640000,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,1600.0
3633000,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished,1032.1022727272727
3605000,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,801.1111111111111
3605000,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,901.25
3570000,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,1133.3333333333333
3570000,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,793.3333333333334
3570000,4500,2,1,1,no,no,no,no,no,0,no,furnished,793.3333333333334
3570000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,980.7692307692307
3535000,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished,918.1818181818181
3500000,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,825.4716981132076
3500000,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,958.9041095890411
3500000,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,760.8695652173913
3500000,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,1639.344262295082
3500000,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,1152.832674571805
3500000,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished,877.1929824561404
3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,471.4439655172414
3500000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,1005.7471264367816
3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,972.2222222222222
3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,961.5384615384615
3500000,5900,2,1,1,yes,no,no,no,no,1,no,furnished,593.2203389830509
3500000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,1121.7948717948718
3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished,476.1904761904762
3500000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished,996.5831435079726
3500000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished,368.42105263157896
3500000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,595.2380952380952
3500000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished,270.39555006180467
3493000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished,712.8571428571429
3465000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished,1132.3529411764705
3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished,651.3157894736842
3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,1615.3846153846155
3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,857.5
3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,1076.923076923077
3430000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished,890.9090909090909
3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,1599.067599067599
3430000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,1314.176245210728
3430000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,1758.974358974359
3423000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,847.2772277227723
3395000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,709.5088819226751
3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,984.0579710144928
3395000,3640,2,1,1,yes,no,no,no,no,0,no,furnished,932.6923076923077
3360000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,960.0
3360000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,677.4193548387096
3360000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished,815.5339805825242
3360000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished,707.3684210526316
3360000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished,903.2258064516129
3360000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished,896.0
3360000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,1083.8709677419354
3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,1054.9450549450548
3353000,2700,3,1,1,no,no,no,no,no,0,no,furnished,1241.851851851852
3332000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,1553.3799533799533
3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,823.019801980198
3325000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,696.3350785340314
3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,1316.0
3290000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,1034.5911949685535
3290000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,542.9042904290429
3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,945.4022988505748
3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished,867.6160337552743
3290000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,814.3564356435644
3290000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,1533.7995337995337
3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,559.5238095238095
3255000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,723.3333333333334
3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,828.2442748091603
3234000,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished,888.4615384615385
3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,736.8421052631579
3220000,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,1199.7019374068554
3220000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,745.3703703703703
3220000,3120,3,1,2,no,no,no,no,no,0,no,furnished,1032.051282051282
3150000,3450,1,1,1,yes,no,no,no,no,0,no,furnished,913.0434782608696
3150000,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished,790.2659307576517
3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished,900.0
3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished,769.2307692307693
3150000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished,1909.090909090909
3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,913.0434782608696
3150000,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished,466.6666666666667
3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished,350.0
3150000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,1026.392961876833
3143000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,698.4444444444445
3129000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,569.4267515923567
3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,1300.604670558799
3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,1038.3333333333333
3115000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,809.0909090909091
3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished,890.0
3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,381.1111111111111
3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,620.9677419354839
3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,1425.9259259259259
3080000,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,996.7637540453075
3080000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,684.4444444444445
3045000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,801.3157894736842
3010000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,974.1100323624595
3010000,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished,929.0123456790124
3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,1061.7283950617284
3010000,4600,2,1,1,yes,no,no,no,no,0,no,furnished,654.3478260869565
3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,592.9866036249015
3010000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished,802.6666666666666
3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,829.2011019283747
3003000,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,373.04347826086956
2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,683.59375
2961000,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,987.0
2940000,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished,502.56410256410254
2940000,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished,592.741935483871
2940000,3600,3,1,2,no,no,no,no,no,1,no,unfurnished,816.6666666666666
2940000,3660,4,1,2,no,no,no,no,no,0,no,unfurnished,803.2786885245902
2940000,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished,844.8275862068965
2940000,2700,2,1,1,no,no,no,no,no,0,no,furnished,1088.888888888889
2940000,3150,3,1,2,no,no,no,no,no,0,no,unfurnished,933.3333333333334
2940000,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished,444.44444444444446
2870000,3040,2,1,1,no,no,no,no,no,0,no,unfurnished,944.078947368421
2870000,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,790.633608815427
2870000,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished,478.3333333333333
2870000,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished,531.4814814814815
2852500,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished,548.5576923076923
2835000,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,859.0909090909091
2835000,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished,651.7241379310345
2835000,2640,2,1,1,no,no,no,no,no,1,no,furnished,1073.8636363636363
2800000,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,1056.6037735849056
2800000,3960,3,1,1,yes,no,no,no,no,0,no,furnished,707.070707070707
2730000,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished,401.47058823529414
2730000,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished,682.5
2695000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,673.75
2660000,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,676.1565836298932
2660000,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,1330.0
2660000,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,732.7823691460055
2660000,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished,950.0
2660000,2430,3,1,1,no,no,no,no,no,0,no,unfurnished,1094.6502057613168
2660000,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,764.3678160919541
2660000,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,665.0
2653000,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished,832.967032967033
2653000,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,663.25
2604000,2910,2,1,1,no,no,no,no,no,0,no,unfurnished,894.8453608247422
2590000,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,719.4444444444445
2590000,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,588.6363636363636
2590000,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,719.4444444444445
2520000,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,875.0
2520000,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,792.4528301886793
2520000,3000,2,1,2,yes,no,no,no,no,0,no,furnished,840.0
2485000,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished,564.7727272727273
2485000,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,828.3333333333334
2450000,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished,763.2398753894081
2450000,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,756.1728395061729
2450000,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,816.6666666666666
2450000,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,700.0
2450000,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,506.198347107438
2450000,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished,318.1818181818182
2408000,3635,2,1,1,no,no,no,no,no,0,no,unfurnished,662.4484181568088
2380000,2475,3,1,2,yes,no,no,no,no,0,no,furnished,961.6161616161617
2380000,2787,4,2,2,yes,no,no,no,no,0,no,furnished,853.9648367420165
2380000,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished,729.1666666666666
2345000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,644.2307692307693
2310000,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished,726.4150943396227
2275000,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,1239.1067538126363
2275000,3970,1,1,1,no,no,no,no,no,0,no,unfurnished,573.0478589420655
2275000,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,573.0478589420655
2240000,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished,1148.7179487179487
2233000,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,421.3207547169811
2135000,3000,2,1,1,no,no,no,no,no,0,no,unfurnished,711.6666666666666
2100000,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished,875.0
2100000,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,700.0
2100000,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished,625.0
1960000,3420,5,1,2,no,no,no,no,no,0,no,unfurnished,573.0994152046784
1890000,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished,1111.764705882353
1890000,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished,517.9501233214579
1855000,2990,2,1,1,no,no,no,no,no,1,no,unfurnished,620.4013377926422
1820000,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished,606.6666666666666
1767150,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished,736.3125
1750000,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished,483.42541436464086
1750000,2910,3,1,1,no,no,no,no,no,0,no,furnished,601.3745704467354
1750000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,454.54545454545456
